Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Earthling's Undertaking,"Casual, Indie, RPG, Simulation, Strategy","RPG, Mythology, Choose Your Own Adventure, Turn-Based Strategy, Drama, Turn-Based Combat, Simulation, Tactical RPG, Character Customization, Strategy RPG, Turn-Based Tactics, Singleplayer, Casual, Adventure, Exploration, 2D, Fantasy, Martial Arts, Alternate History, Early Access",False,True,IndieArk,"26 Jul, 2023",Masses Studio,IndieArk,"English, Simplified Chinese",639,892,253.0,"175.000,00₫",-50%
Lovelorn sanatorium Ⅲ,"Indie, RPG","Mature, Hentai, NSFW, Nudity, Sexual Content, RPG, Visual Novel, FPS, JRPG, Anime, Drama, Indie, Story Rich, Singleplayer, Multiple Endings",True,True,,"11 Mar, 2023",TUTGame,DSGame,"English, Simplified Chinese",453,771,318.0,"115.000,00₫",-23%
FALL IN LABYRINTH,"Adventure, Indie, RPG","Nudity, Sexual Content, Adventure, JRPG, Anime, RPG, Hentai, Cute, Roguelike, 2D, Mystery Dungeon, Story Rich, Singleplayer, Fantasy, Mature, Memes, NSFW, RPGMaker, Indie, Character Customization",False,True,OTAKU Plan,"16 Apr, 2021",JUKKAKU GAMES,OTAKU Plan,"English, Japanese, Simplified Chinese",712,751,39.0,"188.000,00₫",-40%
Super Meat Boy Forever,"Action, Adventure, Indie","Indie, Action, Precision Platformer, Difficult, Platformer, Runner, Singleplayer, 2D, Violent, Colorful, Side Scroller, Gore, Family Friendly, Hack and Slash, Funny, Adventure, 2D Platformer, War, Dark Comedy, Blood",True,False,Super Meat Boy,"10 Jan, 2022",Team Meat,Team Meat,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Russian, Simplified Chinese",716,"(1,298)",582.0,"188.000,00₫",-80%
,,,,,,,,,,,,,"145.000,00₫",-65%
,,,False,False,,,,,,,,,"1.658.000,00₫",-62%
Howl,"Adventure, Indie, Strategy","Turn-Based Strategy, Strategy, Stylized, Puzzle, Fantasy, Turn-Based Tactics, Magic, Werewolves, Medieval, Tactical, Hand-drawn, Singleplayer, Turn-Based Combat, Grid-Based Movement, 2D, Dark, Female Protagonist, Supernatural, Adventure, Mythology",False,False,,"14 Nov, 2023",Mi'pu'mi Games GmbH,astragon Entertainment,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Traditional Chinese",17,17,0.0,"205.000,00₫",-33%
Elemental Survivors,"Action, Casual, Indie, RPG, Early Access","Action Roguelike, Bullet Hell, Action RPG, Retro, Magic, Roguelike, JRPG, Pixel Graphics, Arcade, Shoot 'Em Up, Roguelite, RPG, Arena Shooter, 2D, Controller, Action, Casual, Fantasy, Singleplayer, Early Access",False,False,,"25 Aug, 2023",Samobee Games,Samobee Games,English,85,93,8.0,"73.500,00₫",-20%
,,,,,,,,,,,,,"54.000,00₫",
One Way Heroics,"Indie, RPG","Side Scroller, Mystery Dungeon, Traditional Roguelike, Dungeon Crawler, Roguelite, Perma Death, Turn-Based, JRPG, Roguelike, RPG, 2D, Cute, Procedural Generation, Anime, Pixel Graphics, Fantasy, Adventure, Retro, Singleplayer, Indie",True,False,PLAYISM,"28 Feb, 2014",Smoking WOLF,PLAYISM,"English, Japanese","(3,731)","(3,961)",230.0,"50.500,00₫",-69%
Erica,"Casual, Indie","Choose Your Own Adventure, FMV, Interactive Fiction, Female Protagonist, Point & Click, Choices Matter, Puzzle, Story Rich, Action-Adventure, Psychological Horror, Multiple Endings, Detective, Casual, Thriller, Action, Cinematic, Mystery, Crime, Singleplayer, Gore",False,True,,"25 May, 2021",Flavourworks,Flavourworks,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","(1,153)","(1,464)",311.0,"140.000,00₫",-70%
,,,,,,,,,,,,,"220.000,00₫",-50%
FlowScape,"Casual, Indie, Simulation","Simulation, Sandbox, Design & Illustration, Nature, Building, Casual, Relaxing, Software, Indie, Animation & Modeling, Atmospheric, City Builder, Procedural Generation, Family Friendly, Dragons, Medieval, Dungeons & Dragons, God Game, Utilities",False,False,,"15 Aug, 2019",Pixel Forest Games,Pixel Forest Games,"English, Japanese, Simplified Chinese","(1,090)","(1,282)",192.0,"165.000,00₫",-60%
The Future Radio and the Artificial Pigeons,Adventure,"Mystery, Visual Novel, Story Rich, Adventure, Romance, Choices Matter, Emotional, Drama, Cute, Anime, 2D, Nudity, Futuristic, Sexual Content, Sci-fi, Surreal, Multiple Endings, Singleplayer, Casual, Interactive Fiction",False,True,Laplacien,"17 Feb, 2023",Laplacian,NekoNyan Ltd.,"English, Japanese, Simplified Chinese, Traditional Chinese",205,221,16.0,"385.000,00₫",-22%
Karma City Police,"Adventure, RPG, Simulation, Strategy","JRPG, 2D, Minigames, Resource Management, Pixel Graphics, Comedy, Lore-Rich, Management, Funny, Politics, Political, Story Rich, Parody, RPG, Adventure, Political Sim, Retro, Satire, Simulation, Pinball",True,False,Freedom Games,"16 Dec, 2021",mecagames,Freedom Games,"English, Portuguese - Brazil",84,91,7.0,"170.000,00₫",-67%
Quest for Glory 1-5,Adventure,"Adventure, 1990's, Classic, Point & Click, Great Soundtrack, 2D, Cult Classic, Fantasy, Retro, Exploration, Magic, Medieval, RPG",False,False,,"1 Oct, 1989",Sierra,Activision,English,360,379,19.0,"227.000,00₫",-35%
Guardians of Holme,"Adventure, Indie, Strategy","Strategy, Adventure, Tower Defense, Deckbuilding, RTS, Card Game, Real Time Tactics, 2D, Hand-drawn, Indie, Fantasy, Tactical, Singleplayer",False,False,indienova,"13 Dec, 2023",MossTech Studio,indienova,"English, Simplified Chinese, Japanese, Traditional Chinese",71,86,15.0,"180.000,00₫",
,,,,,,,,,,,,,"45.000,00₫",-16%
Catizens,"Indie, Simulation, Strategy, Early Access","Early Access, Colony Sim, City Builder, Building, Sandbox, Strategy, Survival, Simulation, Crafting, Farming Sim, Management, Base Building, Character Customization, Life Sim, Cats, Cute, 3D, Family Friendly, Fishing, Agriculture",True,False,HeroCraft PC,"17 Aug, 2022",badopticsgames,HeroCraft PC,"English, French, German, Russian, Simplified Chinese, Thai, Traditional Chinese",204,234,30.0,"180.000,00₫",-20%
Strategic Mind: Blitzkrieg,"Simulation, Strategy","Tactical RPG, Turn-Based Tactics, Wargame, Military, Tanks, War, World War II, Difficult, Turn-Based, Strategy RPG, Turn-Based Strategy, Board Game, Strategy, 3D, Alternate History, Historical, Story Rich, Turn-Based Combat, Simulation, Realistic",False,False,Strategic Mind,"22 May, 2020",Starni Games,Untold Tales,"English, French, German, Russian, Simplified Chinese, Spanish - Spain, Portuguese - Brazil, Polish, Korean, Ukrainian",373,439,66.0,"310.000,00₫",-60%
Seven: Enhanced Edition,"Action, Adventure, Indie, RPG","Action RPG, Cyberpunk, Stealth, Isometric, Open World, Singleplayer, Indie, RPG, Post-apocalyptic, Action, Hack and Slash, Adventure, Top-Down, Parkour, Sci-fi, Assassin, Exploration, Controller, Action-Adventure, Nudity",True,False,IMGN.PRO,"1 Dec, 2017",IMGN.PRO,IMGN.PRO,"English, French, German, Polish, Russian, Spanish - Spain, Czech, Portuguese - Brazil, Italian, Simplified Chinese","(1,242)","(1,617)",375.0,"385.000,00₫",-90%
Territory Idle,"Free to Play, Indie, Strategy","Idler, Free to Play, Strategy, Clicker, Indie, Singleplayer, Early Access, Pixel Graphics, 2D, Retro",False,False,,"10 Sep, 2019",Aleksandr Golovkin,Aleksandr Golovkin,"English, Russian","(1,226)","(1,523)",297,Free,
,,,,,,,,,,,,,"73.500,00₫",-60%
,,,,,,,,,,,,,"239.000,00₫",-30%
,,,False,False,,,,,,,,,"732.000,00₫",-31%
Sky Rogue,"Action, Indie, Simulation","Flight, Indie, Jet, Controller, 3D, Roguelite, Procedural Generation, Vehicular Combat, Simulation, Action Roguelike, Arcade, Action, Colorful, Singleplayer, Moddable, Local Co-Op, Perma Death, Retro, Military, Futuristic",True,False,,"24 Aug, 2017",Fractal Phase,Fractal Phase,"English, French, Japanese, Simplified Chinese, Italian, German, Korean, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese",982,"(1,053)",71,"188.000,00₫",-75%
Sephonie,"Adventure, Indie","3D Platformer, Atmospheric, LGBTQ+, Nature, Parkour, Female Protagonist, Puzzle Platformer, Relaxing, Platformer, Surreal, Colorful, Story Rich, Singleplayer, Adventure, Indie, Exploration, Third Person, Puzzle, Great Soundtrack, 3D",True,False,,"12 Apr, 2022",Melos Han-Tani,Analgesic Productions,"English, Japanese, German",196,208,12,"260.000,00₫",-50%
,,,,,,,,,,,,,"40.000,00₫",-25%
Cosplay Club,"RPG, Early Access","Early Access, Tactical RPG, Turn-Based Tactics, Turn-Based Strategy, JRPG, RPG, Character Customization, Female Protagonist, 3D, Cute, Comic Book, LGBTQ+, Story Rich, Turn-Based Combat, Anime, Colorful, Magic, Tactical, Crafting, Drama",False,False,,"14 Dec, 2023",Behold Studios,Behold Studios,English,17,18,1,"249.000,00₫",
Floppy Knights,"Indie, Strategy","Turn-Based Strategy, Deckbuilding, Female Protagonist, Card Battler, Strategy, Family Friendly, Turn-Based Tactics, Indie, Card Game, Turn-Based, Tactical, Singleplayer, Action, Cute, Turn-Based Combat, Cartoon, Colorful, 2D, Fantasy, Funny",True,False,Rose City Games,"24 May, 2022",Rose City Games,Rose City Games,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",218,259,41,"188.000,00₫",-60%
,,,False,False,,,,,,,,,"362.000,00₫",-37%
Paranormal Activity: The Lost Soul,"Adventure, RPG","Horror, VR, Gore, Adventure, RPG, Violent, Survival Horror, Psychological Horror, Singleplayer, Indie, Multiplayer",False,False,,"15 Aug, 2017",VRWERX,VRWERX,English,533,725,192,"250.000,00₫",-75%
CASE: Animatronics,"Action, Adventure, Indie, Simulation","Horror, Robots, Survival Horror, First-Person, Singleplayer, Psychological Horror, Indie, Stealth, Sci-fi, Survival, Action, Simulation, Adventure, Dark, Atmospheric, Difficult, Multiplayer, Gore, Story Rich, Action-Adventure",False,False,CASE: Animatronics,"3 Aug, 2016",Walnut LLC,Walnut LLC,"English, Russian, German, Spanish - Spain","(2,985)","(3,529)",544,"142.000,00₫",-90%
Glider Sim,"Casual, Massively Multiplayer, Simulation, Sports, Early Access","Casual, Simulation, Sports, Exploration, Flight, 3D, Immersive Sim, Cinematic, First-Person, Realistic, VR, Early Access, Third Person, Open World, Physics, Multiplayer",False,False,,"28 Jan, 2021",Joey Sipos,5D Realities,English,99,112,13,"220.000,00₫",-15%
,,,,,,,,,,,,,"99.000,00₫",
F.E.A.R. 3,Action,"FPS, Horror, Co-op, Action, Multiplayer, Shooter, Singleplayer, Gore, First-Person, Online Co-Op, Bullet Time, Sci-fi, Adventure, Zombies, Co-op Campaign, Story Rich, Atmospheric, Mechs, Controller, Short",False,False,,"21 Jun, 2011",Day 1 Studios,Warner Bros. Interactive Entertainment,"English, French, German, Italian, Korean, Polish, Portuguese - Portugal, Russian, Spanish - Spain","(8,255)","(11,504)","(3,249)","188.000,00₫",-75%
,,,,,,,,,,,,,"205.000,00₫",-50%
Locked Up,Indie,"Indie, Violent, Horror, Psychological Horror, First-Person, Atmospheric, Singleplayer, Walking Simulator, Demons, Surreal, Thriller, Dark, Mystery, Drama, Psychological, Realistic, Story Rich, Great Soundtrack, Exploration, Soundtrack",False,True,Summer of '58,"23 Apr, 2020",EMIKA_GAMES,EMIKA_GAMES,"English, Russian, German",854,"(1,090)",236,"150.000,00₫",-53%
Ghost on the Shore,Adventure,"Adventure, Atmospheric, Exploration, Story Rich, Singleplayer, Walking Simulator, Romance, Mystery, Emotional, Narration, Female Protagonist, Great Soundtrack, Drama, Indie, Point & Click, Choices Matter, Puzzle, Multiple Endings, Colorful, Investigation",True,False,like Charlie,"24 Feb, 2022",like Charlie,Application Systems Heidelberg,"English, German, French, Spanish - Spain, Portuguese - Brazil, Russian",123,141,18,"407.000,00₫",-68%
,,,,,,,,,,,,,"89.000,00₫",-25%
Disney•Pixar Cars 2: The Video Game,"Action, Adventure, Racing","NSFW, World War II, Illuminati, Dating Sim, Mature, Post-apocalyptic, Action, Souls-like, Racing, War, World War I, Family Friendly, Adventure, FPS, Story Rich, Difficult, Memes, Dark Fantasy, Multiplayer, Funny",False,False,,"21 Jun, 2011",Avalanche Software,Disney,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Polish, Portuguese - Brazil, Russian, Danish, Finnish, Norwegian, Swedish",655,851,196,"260.000,00₫",-70%
Universe For Sale,"Adventure, Casual, Indie","Atmospheric, Point & Click, Visual Novel, Hand-drawn, Exploration, Sci-fi, Adventure, 2D, Cute, Comic Book, Crafting, Time Travel, Conversation, Narration, Female Protagonist, Indie, Story Rich, Singleplayer, Casual",True,False,,"16 Nov, 2023",Tmesis Studio,Akupara Games,"English, Italian, French, Japanese, Simplified Chinese, Spanish - Spain",47,48,1,"165.000,00₫",
Accel World VS. Sword Art Online Deluxe Edition,RPG,"Anime, RPG, JRPG, Multiplayer, Action RPG, Action, Singleplayer, Open World, Hack and Slash, Memes, Nudity, Sexual Content, MMORPG, Dating Sim",False,False,,"12 Sep, 2017",ARTDINK CORPORATION,BANDAI NAMCO Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chinese",810,"(1,082)",272,"1.080.000,00₫",-90%
Serious Sam VR: The First Encounter,"Action, Indie","Action, VR, Indie, Early Access, FPS, Violent, Gore",False,False,Serious Sam,"30 Mar, 2017",Croteam VR,Devolver Digital,English,551,635,84,"260.000,00₫",-70%
Silence,"Adventure, Indie","Adventure, Point & Click, Story Rich, Great Soundtrack, Indie, Female Protagonist, Singleplayer, Puzzle, Casual, Exploration, 2D, Retro, Short, Cult Classic, Classic",True,False,,"15 Nov, 2016",Daedalic Entertainment,Daedalic Entertainment,"English, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Russian, Polish, Greek","(1,997)","(2,367)",370,"188.000,00₫",-90%
,,,,,,,,,,,,,"150.000,00₫",-50%
Spring Falls,"Casual, Indie","Casual, Indie, Puzzle, Relaxing, Atmospheric, Beautiful, Minimalist, Wholesome",True,False,,"17 Nov, 2019",SPARSE//GameDev,SPARSE//GameDev,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Simplified Chinese",773,797,24,"90.000,00₫",-40%
Phantom Breaker: Omnia,Action,"Action, Fighting, 2D Fighter, Anime, 2D, PvP, Multiplayer, Singleplayer, Arcade",True,False,Phantom Breaker,"14 Mar, 2022",MAGES. Inc.,Rocket Panda Games 🚀🐼,"English, Japanese, French, Italian, German, Simplified Chinese, Spanish - Latin America, Traditional Chinese",138,190,52,"260.000,00₫",-75%
,,,,,,,,,,,,,"71.000,00₫",-25%
,,,False,False,,,,,,,,,"1.624.000,00₫",-73%
,,,False,False,,,,,,,,,"520.000,00₫",-35%
Idle Spiral,"Casual, Indie, Simulation, Strategy, Free to Play","Idler, Simulation, Clicker, Casual, Time Management, Automation, Free to Play, Abstract, Procedural Generation, 2D, Sandbox, Indie, Relaxing, Colorful, Strategy, Education, Singleplayer, Space, Resource Management",True,False,,"30 Apr, 2022",Archimedes Geeks,"Idle System, Inc.","English, Japanese, French, German, Spanish - Spain, Arabic, Portuguese - Portugal, Russian, Simplified Chinese, Korean","(1,106)","(1,341)",235,Free,
,,,,,,,,,,,,,"140.000,00₫",-51%
,,,,,,,,,,,,,"112.500,00₫",-60%
Orbital Bullet – The 360° Rogue-lite,"Action, Indie","Platformer, Pixel Graphics, Roguelike, Action Roguelike, Action, 2D Platformer, Difficult, Indie, Replay Value, Bullet Time, Singleplayer, Perma Death, 2.5D, Procedural Generation, 2D, Sci-fi, 3D, Cyberpunk, Futuristic, Hack and Slash",True,False,Assemble Entertainment,"21 Mar, 2022",SmokeStab,Assemble Entertainment,"English, German, Japanese, Simplified Chinese, Russian, French, Italian, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Traditional Chinese, Turkish",451,518,67,"178.000,00₫",-75%
XIII - Classic,Action,"Action, FPS, Comic Book, Classic, Stealth, Violent, Gore, Cult Classic, Singleplayer, Shooter, Stylized, First-Person, Story Rich, Great Soundtrack",False,True,,"18 Nov, 2003",Ubisoft Paris Studio,Microids,"English, French, Italian, German, Spanish - Spain","(1,850)","(2,056)",206,"80.000,00₫",-80%
,,,,,,,,,,,,,"30.000,00₫",
tERRORbane,"Adventure, Indie","Multiple Endings, Adventure, Singleplayer, Choose Your Own Adventure, Choices Matter, Action-Adventure, Exploration, Comedy, Funny, Pixel Graphics, Parody, Narration, Old School, Retro, Post-apocalyptic, Colorful, Fantasy, 2D, Top-Down, Isometric",True,False,WhisperGames,"1 Apr, 2022",BitNine Studio,WhisperGames,"English, Italian, French, German, Simplified Chinese, Japanese, Traditional Chinese, Russian, Portuguese - Brazil",265,299,34,"175.000,00₫",-50%
,,,,,,,,,,,,,"130.000,00₫",-80%
Heroes of the Three Kingdoms 6,"RPG, Simulation, Strategy","Strategy, Strategy RPG, Singleplayer, 2D, Military, Turn-Based Tactics, RTS, Turn-Based Strategy, Wargame, Base Building, RPG, Simulation, Historical, Grand Strategy, PvE, Moddable",False,False,三國群英傳,"12 Nov, 2020","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.","English, Traditional Chinese",111,133,22,"65.000,00₫",-40%
How to Say Goodbye,"Adventure, Casual, Indie","Puzzle, Emotional, Design & Illustration, 2D, Cute, Isometric, Text-Based, Relaxing, Narration, Casual, Colorful, Atmospheric, Logic, Mystery, Adventure, Supernatural, Singleplayer, Grid-Based Movement, Puzzle Platformer, Wholesome",False,False,ARTE France,"3 Nov, 2022",Florian Veltman,ARTE France,"English, French, German, Spanish - Spain, Portuguese - Brazil",69,72,3,"150.000,00₫",-45%
ZOMBI,"Action, Adventure","Zombies, Survival, Survival Horror, First-Person, Action, Horror, Open World, Multiplayer, Adventure, Gore, Singleplayer, FPS, Perma Death, Atmospheric, Violent, Shooter, Post-apocalyptic, Crafting, Co-op, Roguelike",False,False,,"18 Aug, 2015",Straight Right,Ubisoft,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Brazil, Russian","(1,625)","(2,506)",881,"330.000,00₫",-75%
Majesty 2,"Simulation, Strategy","Strategy, Simulation, Fantasy, Singleplayer, RTS, Difficult, Base Building, City Builder, Management, Multiplayer",True,False,,"17 Sep, 2009",1C:InoCo,Paradox Interactive,English,722,"(1,036)",314,"120.000,00₫",-75%
PAC-MAN 256,Action,"Action, Arcade, Retro, Casual, Multiplayer, Singleplayer, Pixel Graphics, Local Multiplayer, Local Co-Op, Classic, 4 Player Local, Family Friendly, Roguelike, Memes",False,False,,"21 Jun, 2016",BANDAI NAMCO Studios Vancouver,BANDAI NAMCO Entertainment,"English, Japanese","(1,732)","(1,874)",142,"70.000,00₫",-35%
,,,,,,,,,,,,,"120.000,00₫",-50%
METAL SLUG XX,Action,"Action, 2D, Retro, Shooter, Classic, Arcade, Side Scroller, Military, Multiplayer, Singleplayer, Platformer, Difficult",False,False,,"31 Jan, 2019",SNK CORPORATION,SNK CORPORATION,"English, French, Italian, German, Spanish - Spain",463,915,452,"188.000,00₫",
The logic of the miniature garden,"Adventure, Indie, RPG","Sexual Content, Nudity, Visual Novel, Adventure, Indie, Anime, RPG, Hentai",True,False,,"18 Jun, 2019",Cabbit,SakuraGame,"English, Japanese, Traditional Chinese",422,484,62,"142.000,00₫",-80%
,,,,,,,,,,,,,"142.000,00₫",-50%
The Fermi Paradox,"Indie, Simulation, Strategy, Early Access","Early Access, God Game, Space Sim, Choices Matter, Sci-fi, Indie, Singleplayer, Interactive Fiction, Diplomacy, Political, Strategy, Multiple Endings, 2D, Robots, Space, Choose Your Own Adventure, Story Rich, Simulation, Atmospheric, Adventure",True,False,,"1 Jul, 2021",Anomaly Games,Anomaly Games,English,648,843,195,"185.000,00₫",-20%
Magicite,"Action, Adventure, Indie, RPG","Indie, RPG, Roguelike, Multiplayer, Pixel Graphics, 2D, Adventure, Action Roguelike, Platformer, Crafting, Co-op, Perma Death, Action, Survival, Difficult, Online Co-Op, Roguelite, Singleplayer, Sandbox, Side Scroller",False,False,,"9 Jun, 2014",SmashGames,SmashGames,English,"(6,432)","(7,551)","(1,119)","120.000,00₫",-50%
Deep Sleep Trilogy,"Adventure, Indie","Adventure, Indie, Horror, Point & Click, Pixel Graphics",False,True,scriptwelder,"25 Oct, 2019",scriptwelder,Armor Games Studios,English,364,371,7,"73.500,00₫",-75%
Operencia: The Stolen Sun,"Action, Adventure, Indie, RPG","Indie, Dungeon Crawler, RPG, Party-Based RPG, VR, Turn-Based Combat, Turn-Based, Fantasy, CRPG, Action RPG, Puzzle, Atmospheric, Singleplayer, Grid-Based Movement, Mythology, Adventure, First-Person, Exploration, Action, Story Rich",True,False,Zen Studios,"31 Mar, 2020",Zen Studios,Zen Studios,"English, French, Italian, German, Spanish - Spain, Hungarian, Japanese, Polish, Russian, Turkish",374,475,101,"250.000,00₫",-70%
Popup Dungeon,"Indie, RPG, Strategy","RPG, Strategy, Indie, Dungeon Crawler, Turn-Based, Roguelike, Tabletop, Turn-Based Tactics, Moddable, Turn-Based Strategy, Tactical RPG, Roguelite, Fantasy, Party-Based RPG, Choices Matter, Story Rich, Tactical, Sci-fi, Character Customization, Replay Value",False,False,Humble Games,"12 Aug, 2020",Triple.B.Titles,Humble Games,English,741,971,230,"220.000,00₫",-60%
,,,,,,,,,,,,,"45.000,00₫",-20%
,,,,,,,,,,,,,"520.000,00₫",-25%
Travis Strikes Again: No More Heroes Complete Edition,Action,"Action, Violent, Hack and Slash, Comedy, Local Co-Op, Co-op, Anime, Great Soundtrack, Isometric",True,True,No More Heroes,"17 Oct, 2019",GRASSHOPPER MANUFACTURE INC.,Marvelous Inc.,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",347,410,63,"310.000,00₫",
,,,,,,,,,,,,,"199.000,00₫",
,,,,,,,,,,,,,"87.000,00₫",-70%
,,,,,,,,,,,,,"87.000,00₫",-70%
,,,,,,,,,,,,,"95.000,00₫",-35%
Touhou: Scarlet Curiosity,"Action, RPG","Bullet Hell, Action, Anime, Female Protagonist, Indie, Fantasy, Vampire, Combat, Magic, Soundtrack, JRPG, RPG, Adventure, Action RPG, Cute, Platformer, Story Rich, Music, Assassin, Score Attack",False,False,Touhou,"11 Jul, 2018",Ankake Spa,XSEED Games,"English, Japanese, Simplified Chinese, Traditional Chinese",994,"(1,069)",75,"165.000,00₫",-40%
,,,,,,,,,,,,,"321.000,00₫",-30%
Touhou Fairy Knockout ~ One fairy to rule them all,"Action, Casual, Indie, RPG, Sports, Early Access","Early Access, Casual, Sports, Action, Action-Adventure, 2D Platformer, 2D, Pixel Graphics, Anime, Cartoony, Cute, Colorful, Third Person, 1990's, Faith, Comedy, Retro, Tactical, Relaxing, Funny",True,False,二色幽紫蝶游戏作品集,"28 Jul, 2023",二色幽紫蝶,二色幽紫蝶,"English, Simplified Chinese",164,181,17,"94.500,00₫",-18%
Toasterball,"Indie, Sports","Indie, Local Multiplayer, Local Co-Op, Physics, Funny, 4 Player Local, Sports, Action, Arcade, eSports, Spectacle fighter, Competitive, Cute, 3D, Colorful, Stylized, Comedy, Football (Soccer), Tennis, Team-Based",False,False,,"3 May, 2023",Les Crafteurs,Les Crafteurs,"English, Italian, German, Simplified Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, French",208,212,4,"142.000,00₫",-40%
Delver,"Action, Adventure, Indie, RPG","Dungeon Crawler, First-Person, RPG, Action Roguelike, Indie, Pixel Graphics, Roguelite, Adventure, Roguelike, Action, Perma Death, Singleplayer, Procedural Generation, Great Soundtrack, Retro, FPS, Early Access, Moddable, Fantasy, Atmospheric",False,False,,"1 Feb, 2018",Chad Cuddigan,Priority Interrupt,English,"(2,381)","(2,723)",342,"165.000,00₫",-34%
,,,,,,,,,,,,,"54.000,00₫",-25%
Nyakori's Rabbit Doll,Indie,"Indie, RPG, Adventure, Horror, Cute, RPGMaker, Anime, Puzzle, Female Protagonist, Multiple Endings, Drama, JRPG, Mystery, Touch-Friendly",True,False,,"2 Feb, 2020",赤瞳大白猫,赤瞳大白猫,"English, Simplified Chinese, Thai, Vietnamese","(1,052)","(1,095)",43,"45.000,00₫",-40%
Hood: Outlaws & Legends,"Action, Adventure, Massively Multiplayer, RPG","Action, Adventure, RPG, Action RPG, Medieval, PvP, Action-Adventure, Stealth, 3D, Multiplayer, Fantasy, Co-op, FPS, First-Person, Massively Multiplayer, Online Co-Op, Combat, Violent, Heist, Dark",True,True,Focus Entertainment,"10 May, 2021",Sumo Digital,Focus Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","(3,709)","(7,658)","(3,949)","270.000,00₫",-80%
,,,,,,,,,,,,,"102.000,00₫",-30%
Cold Fear™,Action,"Horror, Action, Survival Horror, Third-Person Shooter, Zombies, Classic, Third Person, Atmospheric, Gore, Singleplayer, Adventure, Shooter",False,False,,"28 Mar, 2005",Darkworks,Ubisoft,"English, French, Italian, German, Spanish - Spain",837,987,150,"83.000,00₫",-80%
Lootun,"RPG, Early Access","Loot, Auto Battler, RPG, Automation, Crafting, Inventory Management, Singleplayer, Early Access, Idler, 2D",False,False,,"31 Aug, 2022",ArrowSoftGames,ArrowSoftGames,English,296,316,20,"70.000,00₫",
,,,,,,,,,,,,,"230.000,00₫",-80%
Forsake: Urban horror,Indie,"Horror, Survival Horror, Online Co-Op, Exploration, Action, Multiplayer, Singleplayer, Indie, Psychological Horror, Co-op, Loot, First-Person, Artificial Intelligence, Dark, Supernatural, 3D, FPS, Survival, Investigation, Shooter",False,False,,"31 Mar, 2023",Unseen Interactive,Unseen Interactive,"English, French, German, Spanish - Spain, Italian, Simplified Chinese, Portuguese - Portugal, Russian, Japanese",152,190,38,"160.000,00₫",-50%
Hot Springs Story 2,"Casual, Indie, Simulation, Strategy","Simulation, Colony Sim, Life Sim, Casual, RTS, Pixel Graphics, City Builder, 2D, Cute, Building, Retro, Cooking, Strategy, Singleplayer, 2D Platformer, 1990's, Controller, Indie",False,False,"Kairosoft Co.,Ltd","18 Dec, 2022","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","English, Simplified Chinese, Traditional Chinese, Japanese, Korean",70,79,9,"110.000,00₫",-25%
Warlords Battlecry III,Strategy,"Strategy, RTS, RPG, Fantasy, Classic",False,False,Enlight Software,"17 May, 2004",Infinite Interactive,Retroism,English,661,796,135,"120.000,00₫",-40%
Pro Strategy Football 2024,"Indie, Simulation, Sports, Strategy","Simulation, Football (American), Management, Moddable, Sports, Historical, Turn-Based Tactics, Multiplayer, Local Multiplayer, eSports, Strategy, Artificial Intelligence, Turn-Based Strategy, Choices Matter, Board Game, Solitaire, 2D, Tactical, Retro, Character Customization",False,False,Pro Strategy Football,"13 Sep, 2023",Kerry Batts,Pro Strategy Games,English,31,38,7,"321.000,00₫",-25%
OshiRabu: Waifus Over Husbandos ~Love･or･die~,Adventure,"Adventure, Dating Sim, LGBTQ+, Female Protagonist, Sexual Content, Visual Novel, Nudity, Anime, Choose Your Own Adventure, 2D, Romance, Cute, Singleplayer, Mature, Hentai",False,False,OshiRabu,"29 Jul, 2021",SukeraSomero,HUBLOTS,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean",429,515,86.0,"150.000,00₫",-30%
